mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_selector__k,param_svm__C,param_svm__class_weight,param_svm__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.7644706726074219,0.1805693856404342,0.17998533248901366,0.034197517548136686,125,10,,scale,"{'selector__k': 125, 'svm__C': 10, 'svm__class_weight': None, 'svm__gamma': 'scale'}",0.5397632482862714,0.42165598698785267,0.4419043068507294,0.5310546046370456,0.47368106631024565,0.481611842614429,0.0470328883466955,18
0.8041407585144043,0.3473278826118154,0.24039039611816407,0.17379160342024638,125,10,balanced,scale,"{'selector__k': 125, 'svm__C': 10, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.5397632482862714,0.42124329776503694,0.4419043068507294,0.5305203562767102,0.47368106631024565,0.4814224550977987,0.047026367430523484,19
0.9975830554962158,0.2036317752687632,0.2448758602142334,0.026571006807447124,150,3,,0.01,"{'selector__k': 150, 'svm__C': 3, 'svm__class_weight': None, 'svm__gamma': 0.01}",0.5557923240862288,0.42631912907066016,0.45248355973213655,0.5167848509894521,0.45274830989116704,0.4808256347539289,0.04790749062831169,20
0.5721316337585449,0.09517187908849734,0.17467789649963378,0.033331840963282684,75,3,,0.01,"{'selector__k': 75, 'svm__C': 3, 'svm__class_weight': None, 'svm__gamma': 0.01}",0.5594309710627433,0.4042435456343046,0.39727997578753377,0.5541140314445951,0.48593281885191464,0.4802002685562183,0.06988391718667476,21
0.863801908493042,0.2894271805034949,0.3703939437866211,0.1187011864595068,125,1,balanced,scale,"{'selector__k': 125, 'svm__C': 1, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.5292718660135478,0.4126868840648778,0.45159481560706277,0.5614991179546623,0.44438381827809526,0.47988730038364924,0.0559931816912864,22
0.8206333637237548,0.24956063224596933,0.24014010429382324,0.05206762611647666,125,30,,scale,"{'selector__k': 125, 'svm__C': 30, 'svm__class_weight': None, 'svm__gamma': 'scale'}",0.5397632482862714,0.41122054522054524,0.43900123430077354,0.5351088246487123,0.47368106631024565,0.4797549837533096,0.05110727804663046,23
0.7947269916534424,0.24274562046600673,0.19005231857299804,0.014048090236643013,125,30,balanced,scale,"{'selector__k': 125, 'svm__C': 30, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.5397632482862714,0.41122054522054524,0.43900123430077354,0.5351088246487123,0.47368106631024565,0.4797549837533096,0.05110727804663046,23
1.0410181522369384,0.1347290658899595,0.21281309127807618,0.045612863761519365,150,3,balanced,0.01,"{'selector__k': 150, 'svm__C': 3, 'svm__class_weight': 'balanced', 'svm__gamma': 0.01}",0.5502217207994311,0.4212152973101413,0.4517741502346336,0.5202383197286827,0.45274830989116704,0.4792395595928111,0.048046468294051556,25
0.5971090793609619,0.13845973718128773,0.21426949501037598,0.09710663646985443,100,3,balanced,scale,"{'selector__k': 100, 'svm__C': 3, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.5234222489147569,0.4171520376123471,0.42385097331373617,0.543721569435855,0.4782565024291936,0.47728066634117783,0.05101877221634717,26
0.5246671199798584,0.09653695820561396,0.1619321346282959,0.010695759899933075,100,3,balanced,0.01,"{'selector__k': 100, 'svm__C': 3, 'svm__class_weight': 'balanced', 'svm__gamma': 0.01}",0.5234222489147569,0.4171520376123471,0.42385097331373617,0.543721569435855,0.4782565024291936,0.47728066634117783,0.05101877221634717,26
0.9248780250549317,0.2626114842115731,0.22333207130432128,0.040966815992084196,125,30,balanced,0.01,"{'selector__k': 125, 'svm__C': 30, 'svm__class_weight': 'balanced', 'svm__gamma': 0.01}",0.5394928707708793,0.4170343705277594,0.4474521101441553,0.5143671524144166,0.4624692383315944,0.47616314843776103,0.044672718568856164,28
0.8231176376342774,0.20874239750134635,0.20855975151062012,0.08020153441900639,125,10,balanced,0.01,"{'selector__k': 125, 'svm__C': 10, 'svm__class_weight': 'balanced', 'svm__gamma': 0.01}",0.5394928707708793,0.4170343705277594,0.4474521101441553,0.5143671524144166,0.4624692383315944,0.47616314843776103,0.044672718568856164,28
0.8992810249328613,0.2330550467111877,0.19299798011779784,0.018253389658738635,125,30,,0.01,"{'selector__k': 125, 'svm__C': 30, 'svm__class_weight': None, 'svm__gamma': 0.01}",0.5394928707708793,0.4170343705277594,0.4474521101441553,0.5143671524144166,0.4624692383315944,0.47616314843776103,0.044672718568856164,28
0.676556921005249,0.06612934895006986,0.20235495567321776,0.05619099857184345,125,10,,0.01,"{'selector__k': 125, 'svm__C': 10, 'svm__class_weight': None, 'svm__gamma': 0.01}",0.5394928707708793,0.4170343705277594,0.4474521101441553,0.5143671524144166,0.4624692383315944,0.47616314843776103,0.044672718568856164,28
0.8543318271636963,0.22846467742802282,0.24774608612060547,0.07634165534618265,150,10,,0.01,"{'selector__k': 150, 'svm__C': 10, 'svm__class_weight': None, 'svm__gamma': 0.01}",0.5497402596853678,0.40489080553676826,0.4507557429223526,0.526921418162048,0.4457573213709078,0.47561310953548885,0.054107814533977595,32
0.7719332695007324,0.23955428297017847,0.2015226364135742,0.01145553522613338,150,10,balanced,0.01,"{'selector__k': 150, 'svm__C': 10, 'svm__class_weight': 'balanced', 'svm__gamma': 0.01}",0.5497402596853678,0.40489080553676826,0.4507557429223526,0.526921418162048,0.4457573213709078,0.47561310953548885,0.054107814533977595,32
0.7411448001861572,0.23650850311029592,0.2741304874420166,0.18612107633434194,150,30,,0.01,"{'selector__k': 150, 'svm__C': 30, 'svm__class_weight': None, 'svm__gamma': 0.01}",0.5497402596853678,0.40489080553676826,0.4507557429223526,0.526921418162048,0.4457573213709078,0.47561310953548885,0.054107814533977595,32
0.7193740844726563,0.20895347009037948,0.21154685020446778,0.08072112208281583,150,30,balanced,0.01,"{'selector__k': 150, 'svm__C': 30, 'svm__class_weight': 'balanced', 'svm__gamma': 0.01}",0.5497402596853678,0.40489080553676826,0.4507557429223526,0.526921418162048,0.4457573213709078,0.47561310953548885,0.054107814533977595,32
0.9138786315917968,0.2141742083265886,0.27537994384765624,0.10511141817651581,150,1,balanced,0.01,"{'selector__k': 150, 'svm__C': 1, 'svm__class_weight': 'balanced', 'svm__gamma': 0.01}",0.5391790132010414,0.3967308550940347,0.4502070041395297,0.5645899138695782,0.42724123329657243,0.4755896039201513,0.06506183477859401,36
0.6179961681365966,0.1216845876331688,0.18425779342651366,0.025289529710074605,75,3,,scale,"{'selector__k': 75, 'svm__C': 3, 'svm__class_weight': None, 'svm__gamma': 'scale'}",0.5620980986827246,0.39612427473156747,0.39814206502378546,0.5370458816503173,0.4809802515003633,0.4748781143177516,0.06870222930407717,37
0.7418323516845703,0.06091749785787477,0.350864315032959,0.14253636602517553,200,3,,scale,"{'selector__k': 200, 'svm__C': 3, 'svm__class_weight': None, 'svm__gamma': 'scale'}",0.4972232407628164,0.42559901608550377,0.4481636861615979,0.5183586785342004,0.48311053635787926,0.4744910315803995,0.033463346940016285,38
0.7006432056427002,0.2163604488584352,0.24569282531738282,0.03349770206474636,150,1,balanced,scale,"{'selector__k': 150, 'svm__C': 1, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.5294352532087389,0.40089275357398496,0.4416305906967118,0.5502476431201605,0.4458625368375228,0.47361375548742374,0.056692485264691866,39
0.7322732925415039,0.24079629113642062,0.1990123748779297,0.05076833470407611,100,10,balanced,scale,"{'selector__k': 100, 'svm__C': 10, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.540425231854856,0.4119233743317535,0.42201581434276236,0.5069758346022846,0.48616409843750896,0.47350087071383307,0.04940101162540342,40
0.5816829681396485,0.12051325487642009,0.21733484268188477,0.08070046672687568,100,10,balanced,0.01,"{'selector__k': 100, 'svm__C': 10, 'svm__class_weight': 'balanced', 'svm__gamma': 0.01}",0.540425231854856,0.4119233743317535,0.42201581434276236,0.5069758346022846,0.48616409843750896,0.47350087071383307,0.04940101162540342,40
0.8569464683532715,0.2508239341699155,0.31130733489990237,0.16518967489106226,200,10,balanced,scale,"{'selector__k': 200, 'svm__C': 10, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.5044628625975276,0.4259947962873962,0.44088995340608245,0.5105827321256974,0.4791032073334634,0.4722067103500335,0.03369575742612498,42
0.5591471195220947,0.18465896316345462,0.18634848594665526,0.05936344513629663,75,3,balanced,0.01,"{'selector__k': 75, 'svm__C': 3, 'svm__class_weight': 'balanced', 'svm__gamma': 0.01}",0.5503567980863312,0.38807090495422225,0.41040015056200235,0.5449787769891437,0.46641903228936854,0.4720451325762136,0.0668363092323332,43
1.0423474311828613,0.04990338750578313,0.24576730728149415,0.0532330815390484,200,30,balanced,scale,"{'selector__k': 200, 'svm__C': 30, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.5044628625975276,0.420679092541109,0.44088995340608245,0.51471400353794,0.4791032073334634,0.4719698238832245,0.03613985359454829,44
0.9187025547027587,0.30306686719441606,0.3011199474334717,0.05516753847064161,200,30,,scale,"{'selector__k': 200, 'svm__C': 30, 'svm__class_weight': None, 'svm__gamma': 'scale'}",0.5044628625975276,0.420679092541109,0.44088995340608245,0.51471400353794,0.4791032073334634,0.4719698238832245,0.03613985359454829,44
0.8472186088562011,0.10085295846703632,0.26442928314208985,0.033007044015535794,all,3,balanced,scale,"{'selector__k': 'all', 'svm__C': 3, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.4983190014076824,0.4153840490605197,0.4694526171408195,0.5087471915058122,0.46742898292607654,0.4718663684081821,0.03248293671746369,46
0.5686196327209473,0.08343171804988182,0.1388711929321289,0.024606788314898046,100,10,,scale,"{'selector__k': 100, 'svm__C': 10, 'svm__class_weight': None, 'svm__gamma': 'scale'}",0.5360789331441504,0.41630112372865996,0.4187164886757049,0.5016199501766327,0.48627589664175036,0.47179847847337963,0.047177424025888745,47
0.5622107028961182,0.13214663916382655,0.1499767780303955,0.01806831167791975,100,10,,0.01,"{'selector__k': 100, 'svm__C': 10, 'svm__class_weight': None, 'svm__gamma': 0.01}",0.5360789331441504,0.41630112372865996,0.4187164886757049,0.5016199501766327,0.48627589664175036,0.47179847847337963,0.047177424025888745,47
0.7960429668426514,0.19355530773568858,0.21111173629760743,0.04331017124929492,200,10,,scale,"{'selector__k': 200, 'svm__C': 10, 'svm__class_weight': None, 'svm__gamma': 'scale'}",0.5044628625975276,0.420679092541109,0.44088995340608245,0.5105827321256974,0.4791032073334634,0.47114356960077597,0.03518784846240998,49
0.7569925308227539,0.19147002816720907,0.24281911849975585,0.08365621804375922,75,30,,0.01,"{'selector__k': 75, 'svm__C': 30, 'svm__class_weight': None, 'svm__gamma': 0.01}",0.5409275687553579,0.4027793914073808,0.4074785276727446,0.5292514312019364,0.47104244355057434,0.47029587251759875,0.058257438694773525,50
0.9958542346954345,0.24236648272989691,0.28035497665405273,0.04843193940307433,200,3,balanced,scale,"{'selector__k': 200, 'svm__C': 3, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.496265618673058,0.4215914375432559,0.4408469383151499,0.5228949470056831,0.46830461398893164,0.46998071110521566,0.03656205831503718,51
0.8917078495025634,0.22593863005969367,0.21480870246887207,0.06106625321357703,75,30,balanced,0.01,"{'selector__k': 75, 'svm__C': 30, 'svm__class_weight': 'balanced', 'svm__gamma': 0.01}",0.5367028051276092,0.4027793914073808,0.4074785276727446,0.5292514312019364,0.47104244355057434,0.46945091979204906,0.05724879086248336,52
0.5932610511779786,0.06045142831436544,0.17186670303344725,0.014910887804826238,100,30,,scale,"{'selector__k': 100, 'svm__C': 30, 'svm__class_weight': None, 'svm__gamma': 'scale'}",0.527034205638971,0.422704346942228,0.4037909637913574,0.5101708472654445,0.4818751619889148,0.4691151051253831,0.0482166301897964,53
0.8163034439086914,0.3572035776479863,0.21300950050354003,0.1081654509883504,100,30,,0.01,"{'selector__k': 100, 'svm__C': 30, 'svm__class_weight': None, 'svm__gamma': 0.01}",0.527034205638971,0.422704346942228,0.4037909637913574,0.5101708472654445,0.4818751619889148,0.4691151051253831,0.0482166301897964,53
0.6177143573760986,0.15710288588276897,0.2107820987701416,0.06554092547316051,100,30,balanced,scale,"{'selector__k': 100, 'svm__C': 30, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.527034205638971,0.422704346942228,0.4037909637913574,0.5101708472654445,0.4818751619889148,0.4691151051253831,0.0482166301897964,53
0.7607511043548584,0.16084302120710872,0.17176394462585448,0.01466751584259444,100,30,balanced,0.01,"{'selector__k': 100, 'svm__C': 30, 'svm__class_weight': 'balanced', 'svm__gamma': 0.01}",0.527034205638971,0.422704346942228,0.4037909637913574,0.5101708472654445,0.4818751619889148,0.4691151051253831,0.0482166301897964,53
0.7468255519866943,0.17123163536174463,0.24425897598266602,0.07596427992026818,75,10,balanced,0.01,"{'selector__k': 75, 'svm__C': 10, 'svm__class_weight': 'balanced', 'svm__gamma': 0.01}",0.5548740486262906,0.39091104128305554,0.4098321119831804,0.5291174176209998,0.45766728693053266,0.4684803812888118,0.06436499194786803,57
0.740122127532959,0.15089681246474895,0.17789163589477539,0.02499329648874075,75,3,balanced,scale,"{'selector__k': 75, 'svm__C': 3, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.5558006937666974,0.3860577789407521,0.39841981251821124,0.5348663740884277,0.46211636259653593,0.46745220438212487,0.06894798137824064,58
1.3901835441589356,0.3812250512398327,0.3102705001831055,0.03300480022727872,all,3,,scale,"{'selector__k': 'all', 'svm__C': 3, 'svm__class_weight': None, 'svm__gamma': 'scale'}",0.4913107520135365,0.4210456626981453,0.46246131879896285,0.5047935699601392,0.4572803328900191,0.46737832727216055,0.029139401533996655,59
1.2200617790222168,0.33766588289206634,0.3466360092163086,0.09413929232822357,250,3,balanced,scale,"{'selector__k': 250, 'svm__C': 3, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.4790488558908977,0.42618758251762096,0.44942408433304987,0.514554364096486,0.4616466904759695,0.46617231546280474,0.029686331264011177,60
0.6493676185607911,0.10645600416848314,0.19063501358032225,0.033238303821382764,75,10,,0.01,"{'selector__k': 75, 'svm__C': 10, 'svm__class_weight': None, 'svm__gamma': 0.01}",0.545343960331187,0.3871915030702857,0.40511355161693946,0.5296287605585722,0.4625756673039586,0.4659706885761886,0.06367690908782606,61
0.5200358867645264,0.11322620416114675,0.13331022262573242,0.001836122176337663,100,1,,0.01,"{'selector__k': 100, 'svm__C': 1, 'svm__class_weight': None, 'svm__gamma': 0.01}",0.4967816125952274,0.41772455499251593,0.4076679376962991,0.5591465536169863,0.44531188792313514,0.4653265093648328,0.05618303345510076,62
0.5483787536621094,0.05988663069442025,0.14214978218078614,0.012640448054007736,100,1,,scale,"{'selector__k': 100, 'svm__C': 1, 'svm__class_weight': None, 'svm__gamma': 'scale'}",0.4967816125952274,0.41772455499251593,0.4076679376962991,0.5591465536169863,0.44531188792313514,0.4653265093648328,0.05618303345510076,62
0.7067158222198486,0.04799210142276041,0.2301182270050049,0.03866697819921351,all,10,,scale,"{'selector__k': 'all', 'svm__C': 10, 'svm__class_weight': None, 'svm__gamma': 'scale'}",0.4789374073681032,0.43028350706430124,0.445504193578631,0.5084449780267828,0.46211563000450684,0.46505714320846503,0.02711214507635109,64
0.842392873764038,0.11058291554072834,0.2526095390319824,0.04156588770383966,all,30,,scale,"{'selector__k': 'all', 'svm__C': 30, 'svm__class_weight': None, 'svm__gamma': 'scale'}",0.4789374073681032,0.43028350706430124,0.445504193578631,0.5084449780267828,0.46211563000450684,0.46505714320846503,0.02711214507635109,64
0.7719973087310791,0.04889563123336861,0.23099360466003419,0.023372755337501473,all,30,balanced,scale,"{'selector__k': 'all', 'svm__C': 30, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.4789374073681032,0.43028350706430124,0.445504193578631,0.5084449780267828,0.46211563000450684,0.46505714320846503,0.02711214507635109,64
0.7761205673217774,0.11332484016644578,0.2313385486602783,0.015668566746010526,all,10,balanced,scale,"{'selector__k': 'all', 'svm__C': 10, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.4789374073681032,0.43028350706430124,0.445504193578631,0.5084449780267828,0.46211563000450684,0.46505714320846503,0.02711214507635109,64
0.8765130519866944,0.1975036071393756,0.2302839756011963,0.07537609613751739,75,10,balanced,scale,"{'selector__k': 75, 'svm__C': 10, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.5414298725619563,0.3888640382191329,0.406164688869426,0.5241863589839867,0.46311468310583626,0.4647519283480677,0.06100176348896198,68
0.7818403720855713,0.2814155936181015,0.13313145637512208,0.013746083940608719,75,10,,scale,"{'selector__k': 75, 'svm__C': 10, 'svm__class_weight': None, 'svm__gamma': 'scale'}",0.53975877474431,0.38431237925080936,0.4064824364812913,0.5285181965320463,0.4641926856663186,0.4646528945349552,0.06254323691607194,69
1.9119877338409423,0.5082486062897211,0.4783188819885254,0.21750591682256043,250,3,,scale,"{'selector__k': 250, 'svm__C': 3, 'svm__class_weight': None, 'svm__gamma': 'scale'}",0.4685004186378786,0.43100806523672425,0.4477049737002485,0.514554364096486,0.4569528129249491,0.4637441269192573,0.028211092248098434,70
0.8477533340454102,0.12664018803199298,0.21558713912963867,0.03779378222756919,75,30,balanced,scale,"{'selector__k': 75, 'svm__C': 30, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.5291218578969548,0.38467028646346996,0.40004468174059954,0.5292271494149123,0.468701505943508,0.4623530962918889,0.06146131511644293,71
0.8019172668457031,0.15072342469130773,0.17624802589416505,0.021314008648182167,75,30,,scale,"{'selector__k': 75, 'svm__C': 30, 'svm__class_weight': None, 'svm__gamma': 'scale'}",0.5291218578969548,0.38467028646346996,0.40004468174059954,0.5292271494149123,0.468701505943508,0.4623530962918889,0.06146131511644293,71
0.9847066879272461,0.29738526885532435,0.2706908226013184,0.053440966036208154,250,10,,scale,"{'selector__k': 250, 'svm__C': 10, 'svm__class_weight': None, 'svm__gamma': 'scale'}",0.45756649233100394,0.4294798580207466,0.448873647431409,0.5162499300430706,0.4589438484402298,0.46222275525329193,0.028988492989035487,73
1.4285459518432617,0.3666095819066423,0.4283668041229248,0.1178262281437336,250,10,balanced,scale,"{'selector__k': 250, 'svm__C': 10, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.45756649233100394,0.4294798580207466,0.448873647431409,0.5162499300430706,0.4589438484402298,0.46222275525329193,0.028988492989035487,73
1.011580514907837,0.2002252491938847,0.3521315097808838,0.04381824942587663,250,30,,scale,"{'selector__k': 250, 'svm__C': 30, 'svm__class_weight': None, 'svm__gamma': 'scale'}",0.45756649233100394,0.4294798580207466,0.448873647431409,0.5162499300430706,0.4589438484402298,0.46222275525329193,0.028988492989035487,73
0.9190210819244384,0.22145150842110456,0.22658658027648926,0.014635303842897122,250,30,balanced,scale,"{'selector__k': 250, 'svm__C': 30, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.45756649233100394,0.4294798580207466,0.448873647431409,0.5162499300430706,0.4589438484402298,0.46222275525329193,0.028988492989035487,73
0.8004326820373535,0.1792087149563931,0.20818300247192384,0.01571566400355966,200,1,,scale,"{'selector__k': 200, 'svm__C': 1, 'svm__class_weight': None, 'svm__gamma': 'scale'}",0.47520227021052647,0.40537010685074226,0.46405512688385003,0.5334160483278282,0.4267139504765484,0.4609515005498991,0.044102899627046485,77
1.1143144607543944,0.32407570341033737,0.593394136428833,0.40267318322992135,250,1,balanced,scale,"{'selector__k': 250, 'svm__C': 1, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.5133882489213775,0.4192773634152301,0.4494480172103543,0.49909244323878466,0.4226446624388724,0.46077014704492375,0.03883466833752684,78
0.5931277275085449,0.12271630876626653,0.12545619010925294,0.030455096538783644,75,1,,0.01,"{'selector__k': 75, 'svm__C': 1, 'svm__class_weight': None, 'svm__gamma': 0.01}",0.5359214031356433,0.3965802112640206,0.3922872678130819,0.5607434111529485,0.41183320322644507,0.4594730993184279,0.07326531271773046,79
0.9515069007873536,0.2764516046102759,0.2005744457244873,0.02489440292217447,200,1,balanced,scale,"{'selector__k': 200, 'svm__C': 1, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.5007125893205219,0.39105416611339716,0.46161242158184973,0.5172051880018579,0.4256597401929851,0.4592488210421224,0.04661010292128846,80
1.1303049087524415,0.30853190828567933,0.36143693923950193,0.13265737895691065,all,1,balanced,scale,"{'selector__k': 'all', 'svm__C': 1, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.48752216241285196,0.42282087448572253,0.4461566214505534,0.5132460143190949,0.41857976511848294,0.4576650875573412,0.037026776109955785,81
0.4885599613189697,0.05034765717916085,0.17272119522094725,0.012260037575645403,100,1,balanced,0.01,"{'selector__k': 100, 'svm__C': 1, 'svm__class_weight': 'balanced', 'svm__gamma': 0.01}",0.5146298392045833,0.3858788537788261,0.4298435296250896,0.5321870757500268,0.4254050963525511,0.45758887894221534,0.05615423420201194,82
0.4967772960662842,0.10780787557133029,0.19249286651611328,0.038318691703872615,100,1,balanced,scale,"{'selector__k': 100, 'svm__C': 1, 'svm__class_weight': 'balanced', 'svm__gamma': 'scale'}",0.5146298392045833,0.3858788537788261,0.4298435296250896,0.5321870757500268,0.4254050963525511,0.45758887894221534,0.05615423420201194,82
0.6693366050720215,0.3823130668823623,0.16776914596557618,0.03964812029192524,75,1,balanced,0.01,"{'selector__k': 75, 'svm__C': 1, 'svm__class_weight': 'balanced', 'svm__gamma': 0.01}",0.5295108555757814,0.3747291024910473,0.41526965654572456,0.5516959661109401,0.41003135854581513,0.45624738785386176,0.0706233579923749,84
0.825019645690918,0.31564055688140075,0.23213062286376954,0.0346721764371711,200,1,balanced,0.01,"{'selector__k': 200, 'svm__C': 1, 'svm__class_weight': 'balanced', 'svm__gamma': 0.01}",0.5032438232688929,0.3600795154118796,0.46008498192566893,0.5312695317959969,0.42642685902280564,0.45622094228504884,0.05998205445730291,85
